Serial No.,Movie Title,Release Month,Release Year,Genre,Type,Country of Origin,Language,Duration (minutes),Director,Cast,IMDb Rating,Rotten Tomatoes (%),Box Office Collection (in millions),Liked By (Number of People),Preferred by Generation,Age Suitability,Streaming Platform,Awards Won,Keywords / Tags,Recommendation Score
1469,Dreamscape 1469,November,2013,Crime/Comedy/Drama,Movie,Japan,Korean,117,James Cameron,"Song Kang-ho, Lee Sun-kyun",6.6,69,2809,9481112,Millennials,R,Hulu,Golden Globe,"Drama, Fantasy",82
1470,Neon Nights 1470,July,2018,Documentary,Series,Canada,Korean,124,Park Chan-wook,"Song Kang-ho, Lee Sun-kyun",7.7,99,1351,1138705,Millennials,R,Disney+,Oscar,"Thriller, Comedy",93
1471,Crimson Dawn 1471,July,2018,Documentary,Movie,Japan,English,95,Christopher Nolan,"Kim Soo-hyun, Kim Ji-won",8,68,2076,2225789,Millennials,PG-13,Prime Video,K-Drama Awards,"Tragedy, Comedy",86
1472,Fading Stars 1472,October,1991,Crime/Comedy/Drama,Movie,France,Korean,153,Christopher Nolan,"Chris Evans, Emily Blunt",9.4,68,737,2969201,"Gen Z, Millennials",R,HBO Max,None,"Mystery, Action",91
1473,Neon Nights 1473,August,2002,Mystery,Series,France,Korean,148,Sofia Coppola,"Kim Soo-hyun, Kim Ji-won",6.2,69,790,3229843,Gen Z,PG-13,Hulu,Oscar,"Sci-Fi, Drama",85
1474,Crimson Dawn 1474,January,2023,Sci-Fi/Thriller,Movie,France,German,175,Bong Joon-ho,"Robert Pattinson, Zoë Kravitz",8,71,1983,126664,Gen Z,PG-13,Hulu,Baeksang Nominee,"Romance, Mystery",87
1475,Hidden Truths 1475,August,2014,Fantasy,Series,USA,English,104,Bong Joon-ho,"Brad Pitt, Margot Robbie",7.2,52,834,1848306,Gen X,PG,Prime Video,Baeksang Nominee,"Mystery, Comedy",71
1476,Dreamscape 1476,February,1999,Crime/Comedy/Drama,Series,Japan,Hindi,168,Anurag Kashyap,"Tom Hanks, Emma Watson",6.2,57,2931,7522037,Gen X,R,Disney+,K-Drama Awards,"Fantasy, Drama",71
1477,Dreamscape 1477,January,2023,Action/Adventure,Series,Japan,French,121,Guillermo del Toro,"Kim Soo-hyun, Kim Ji-won",7.2,72,1971,1620415,"Gen Z, Millennials",PG,Hulu,Baeksang Nominee,"Mystery, Drama",81
1478,Eternal Shadows 1478,February,2025,Action/Adventure,Series,UK,German,171,Hayao Miyazaki,"Ranbir Kapoor, Alia Bhatt",9.2,96,1548,2120482,Gen Z,16+,Netflix,None,"Adventure, Fantasy",89
1479,Hidden Truths 1479,January,2020,Documentary,Series,Germany,English,88,Greta Gerwig,"Kim Soo-hyun, Kim Ji-won",6.9,100,127,1142120,Gen X,PG-13,HBO Max,Cannes Winner,"Action, Thriller",99
1480,Crimson Dawn 1480,February,2008,Sci-Fi/Thriller,Movie,Canada,Korean,99,Greta Gerwig,"Scarlett Johansson, Adam Driver",8.3,84,2807,2331923,Gen X,18+,HBO Max,Baeksang Nominee,"Adventure, Sci-Fi",94
1481,The Last Voyage 1481,September,2015,Documentary,Series,South Korea,Korean,87,Christopher Nolan,"Kim Soo-hyun, Kim Ji-won",8,100,1792,6534910,Gen Z,PG,Hulu,Cannes Winner,"Adventure, Drama",100
1482,Hidden Truths 1482,August,2009,Crime/Comedy/Drama,Movie,USA,English,81,James Cameron,"Chris Evans, Emily Blunt",7,52,60,6164281,Gen Z,PG,HBO Max,K-Drama Awards,"Action, Tragedy",81
1483,Fading Stars 1483,June,2011,Documentary,Series,USA,Spanish,80,James Cameron,"Leonardo DiCaprio, Kate Winslet",6.1,85,1764,4384657,Gen X,18+,Hulu,K-Drama Awards,"Romance, Thriller",74
1484,Fading Stars 1484,December,2019,Fantasy,Series,Japan,German,100,Christopher Nolan,"Ranbir Kapoor, Alia Bhatt",8,91,696,6213047,Millennials,R,HBO Max,None,"Action, Drama",94
1485,Dreamscape 1485,August,2017,Animation,Series,South Korea,Spanish,102,Greta Gerwig,"Ranbir Kapoor, Alia Bhatt",7.4,82,2934,586035,"Gen Z, Millennials",R,Prime Video,Baeksang Nominee,"Mystery, Adventure",85
1486,Beyond Horizon 1486,December,1994,Mystery,Series,UK,Spanish,97,Greta Gerwig,"Brad Pitt, Margot Robbie",6.6,77,1595,8290853,"Gen Z, Millennials",18+,Netflix,Baeksang Nominee,"Thriller, Comedy",87
1487,Neon Nights 1487,December,2021,Sci-Fi/Thriller,Series,France,French,191,Christopher Nolan,"Leonardo DiCaprio, Kate Winslet",6.2,75,687,6981131,Gen Z,PG-13,Netflix,Oscar,"Drama, Sci-Fi",70
1488,Fading Stars 1488,September,2004,Horror,Movie,USA,Hindi,126,Anurag Kashyap,"Robert Pattinson, Zoë Kravitz",7.2,58,2444,2180910,"Gen Z, Millennials",PG,HBO Max,Oscar,"Tragedy, Comedy",96
1489,The Last Voyage 1489,December,2018,Fantasy,Series,USA,Japanese,70,Greta Gerwig,"Chris Evans, Emily Blunt",8.3,69,2267,2162146,Gen Z,R,Hulu,Oscar,"Drama, Sci-Fi",85
1490,Hidden Truths 1490,April,1992,Thriller/Drama,Series,Germany,Spanish,115,Bong Joon-ho,"Robert Pattinson, Zoë Kravitz",8.9,100,1477,5415029,Millennials,18+,Hulu,Golden Globe,"Action, Fantasy",83
1491,The Last Voyage 1491,August,2002,Thriller/Drama,Movie,Canada,German,123,David Fincher,"Kim Soo-hyun, Kim Ji-won",8.8,100,2699,8026280,Gen X,PG-13,Prime Video,Baeksang Nominee,"Romance, Comedy",83
1492,The Last Voyage 1492,January,1993,Romance/Drama,Movie,Germany,Korean,138,James Cameron,"Ranbir Kapoor, Alia Bhatt",8.4,91,90,768379,Gen Z,PG,HBO Max,None,"Fantasy, Comedy",73
1493,Silent Echo 1493,May,1992,Animation,Movie,India,French,116,Park Chan-wook,"Kim Soo-hyun, Kim Ji-won",9,95,1470,5088125,Millennials,PG-13,Hulu,Golden Globe,"Fantasy, Tragedy",75
1494,Dreamscape 1494,November,2003,Sci-Fi/Thriller,Series,South Korea,English,164,James Cameron,"Kim Soo-hyun, Kim Ji-won",6.2,85,1723,3070996,Gen Z,R,Netflix,Cannes Winner,"Tragedy, Fantasy",86
1495,Beyond Horizon 1495,June,2016,Horror,Movie,UK,Korean,92,Park Chan-wook,"Kim Soo-hyun, Kim Ji-won",9.1,62,2452,8431106,Gen X,R,Disney+,Oscar,"Thriller, Tragedy",94
1496,Eternal Shadows 1496,December,1996,Sci-Fi/Thriller,Series,South Korea,Japanese,94,Anurag Kashyap,"Ranbir Kapoor, Alia Bhatt",6.7,97,2892,2341180,Gen X,R,Netflix,Baeksang Nominee,"Mystery, Action",82
1497,Silent Echo 1497,July,2013,Animation,Series,South Korea,Spanish,140,Greta Gerwig,"Leonardo DiCaprio, Kate Winslet",7.5,93,2743,927398,"Gen Z, Millennials",PG,Hulu,Oscar,"Comedy, Tragedy",73
1498,Neon Nights 1498,September,1996,Documentary,Series,France,Hindi,159,Sofia Coppola,"Chris Evans, Emily Blunt",7.5,70,743,5725025,"Gen Z, Millennials",18+,Hulu,K-Drama Awards,"Drama, Tragedy",90
1499,Eternal Shadows 1499,March,2007,Romance/Drama,Movie,Germany,French,184,James Cameron,"Ranbir Kapoor, Alia Bhatt",9.2,85,660,7014621,"Gen Z, Millennials",PG,Disney+,Golden Globe,"Action, Thriller",87
1500,Eternal Shadows 1500,October,1995,Documentary,Series,India,German,84,Park Chan-wook,"Tom Hanks, Emma Watson",8.2,94,2915,4860225,Millennials,PG,Disney+,None,"Fantasy, Tragedy",75
1501,Silent Echo 1501,August,2001,Horror,Series,France,English,145,Christopher Nolan,"Brad Pitt, Margot Robbie",8.2,72,1840,8776806,"Gen Z, Millennials",PG,Disney+,Oscar,"Sci-Fi, Comedy",86
1502,Shattered Memories 1502,September,2023,Action/Adventure,Series,Japan,Spanish,196,Greta Gerwig,"Brad Pitt, Margot Robbie",8.6,65,1054,6442799,Millennials,18+,Hulu,Golden Globe,"Tragedy, Sci-Fi",74
1503,The Last Voyage 1503,October,2016,Mystery,Series,Canada,French,73,Sofia Coppola,"Chris Evans, Emily Blunt",9.3,92,1173,2156193,Gen X,R,Hulu,Baeksang Nominee,"Mystery, Sci-Fi",78
1504,Dreamscape 1504,May,2017,Horror,Series,UK,German,152,David Fincher,"Chris Evans, Emily Blunt",8.6,66,1415,7058227,Gen X,R,HBO Max,Baeksang Nominee,"Tragedy, Action",92
1505,Fading Stars 1505,June,2001,Documentary,Movie,USA,English,74,Sofia Coppola,"Ranbir Kapoor, Alia Bhatt",7.6,84,560,4272611,"Gen Z, Millennials",R,Prime Video,None,"Comedy, Adventure",82
1506,Shattered Memories 1506,March,2012,Romance/Drama,Movie,India,French,126,James Cameron,"Chris Evans, Emily Blunt",8.4,74,636,3928496,Gen X,R,Prime Video,Cannes Winner,"Drama, Action",98
1507,Eternal Shadows 1507,March,1992,Crime/Comedy/Drama,Series,India,Korean,108,Greta Gerwig,"Robert Pattinson, Zoë Kravitz",7.4,94,2186,6576712,Gen X,18+,Prime Video,Golden Globe,"Drama, Mystery",93
1508,Neon Nights 1508,April,1990,Mystery,Series,France,Spanish,86,David Fincher,"Song Kang-ho, Lee Sun-kyun",7.7,65,1276,1921275,Millennials,PG,Hulu,Cannes Winner,"Romance, Drama",79
1509,Silent Echo 1509,August,2000,Crime/Comedy/Drama,Movie,UK,Hindi,187,Greta Gerwig,"Ranbir Kapoor, Alia Bhatt",6.7,94,90,7545169,Gen Z,16+,Disney+,Cannes Winner,"Fantasy, Thriller",96
1510,Fading Stars 1510,October,2006,Mystery,Series,Canada,Spanish,182,Sofia Coppola,"Brad Pitt, Margot Robbie",8.9,66,2660,5303002,Gen X,PG,HBO Max,Baeksang Nominee,"Drama, Action",70
1511,Fading Stars 1511,August,2001,Thriller/Drama,Movie,UK,Hindi,89,Park Chan-wook,"Brad Pitt, Margot Robbie",8.4,60,2681,2714613,Gen X,18+,Disney+,K-Drama Awards,"Adventure, Mystery",73
1512,Shattered Memories 1512,August,2015,Fantasy,Series,UK,Spanish,125,David Fincher,"Chris Evans, Emily Blunt",8.5,93,1792,3925165,Millennials,PG-13,Disney+,Oscar,"Action, Sci-Fi",82
1513,Neon Nights 1513,May,2006,Action/Adventure,Movie,USA,German,123,David Fincher,"Henry Cavill, Anya Taylor-Joy",6.9,100,2972,5318831,Gen X,R,Prime Video,Oscar,"Action, Romance",75
1514,Fading Stars 1514,November,1992,Crime/Comedy/Drama,Series,India,Korean,163,Guillermo del Toro,"Robert Pattinson, Zoë Kravitz",6.1,100,2883,2124040,Gen Z,R,Disney+,Oscar,"Adventure, Comedy",91
1515,Neon Nights 1515,January,2008,Mystery,Series,UK,Spanish,191,Greta Gerwig,"Tom Hanks, Emma Watson",6.1,73,968,9692135,"Gen Z, Millennials",18+,Prime Video,Oscar,"Action, Tragedy",86
1516,Shattered Memories 1516,November,2006,Horror,Movie,Germany,Spanish,142,David Fincher,"Henry Cavill, Anya Taylor-Joy",7.1,85,752,5538122,Gen X,16+,Hulu,Baeksang Nominee,"Sci-Fi, Thriller",95
1517,The Last Voyage 1517,August,1993,Crime/Comedy/Drama,Series,Germany,German,149,Bong Joon-ho,"Song Kang-ho, Lee Sun-kyun",6.8,60,642,9105309,Millennials,PG-13,Hulu,K-Drama Awards,"Comedy, Thriller",84
1518,Crimson Dawn 1518,March,2004,Thriller/Drama,Series,USA,French,103,Bong Joon-ho,"Henry Cavill, Anya Taylor-Joy",9,98,2076,6428093,Millennials,PG-13,Prime Video,Oscar,"Adventure, Action",73
1519,Hidden Truths 1519,September,2002,Romance/Drama,Series,India,English,78,Anurag Kashyap,"Leonardo DiCaprio, Kate Winslet",9.3,92,2243,8652462,"Gen Z, Millennials",16+,Prime Video,Oscar,"Drama, Adventure",77
1520,The Last Voyage 1520,November,2016,Documentary,Series,India,Korean,116,Christopher Nolan,"Brad Pitt, Margot Robbie",8.5,69,805,9888193,Millennials,16+,Hulu,Cannes Winner,"Thriller, Romance",89
1521,Beyond Horizon 1521,September,2025,Crime/Comedy/Drama,Series,France,Spanish,183,Guillermo del Toro,"Robert Pattinson, Zoë Kravitz",7.9,56,502,8395112,Millennials,R,Hulu,Baeksang Nominee,"Action, Romance",100
1522,Dreamscape 1522,April,2016,Horror,Series,UK,French,150,Bong Joon-ho,"Robert Pattinson, Zoë Kravitz",7.6,91,903,1738138,Gen Z,PG-13,Prime Video,Golden Globe,"Sci-Fi, Thriller",74
1523,Silent Echo 1523,September,2022,Fantasy,Series,Canada,Japanese,148,Bong Joon-ho,"Robert Pattinson, Zoë Kravitz",9.4,92,1461,2768868,"Gen Z, Millennials",R,Hulu,None,"Mystery, Romance",96
1524,Fading Stars 1524,January,1998,Animation,Movie,Japan,Japanese,151,Sofia Coppola,"Robert Pattinson, Zoë Kravitz",7.6,68,2691,5124478,"Gen Z, Millennials",18+,Hulu,Baeksang Nominee,"Romance, Adventure",84
1525,Neon Nights 1525,July,1996,Sci-Fi/Thriller,Movie,USA,Spanish,170,James Cameron,"Scarlett Johansson, Adam Driver",9.4,70,2952,6044909,"Gen Z, Millennials",18+,Hulu,Golden Globe,"Sci-Fi, Thriller",94
1526,The Last Voyage 1526,March,1995,Sci-Fi/Thriller,Series,South Korea,Japanese,144,Greta Gerwig,"Chris Evans, Emily Blunt",8.4,91,594,7391532,"Gen Z, Millennials",16+,Hulu,Oscar,"Mystery, Comedy",79
1527,Beyond Horizon 1527,November,1995,Documentary,Movie,USA,Spanish,84,Park Chan-wook,"Robert Pattinson, Zoë Kravitz",7.5,69,2256,9853147,Millennials,R,Prime Video,Cannes Winner,"Romance, Fantasy",86
1528,Dreamscape 1528,September,1993,Animation,Series,USA,Hindi,78,David Fincher,"Scarlett Johansson, Adam Driver",6.9,91,1237,3802241,Gen X,PG-13,Prime Video,None,"Fantasy, Tragedy",92
1529,Eternal Shadows 1529,June,1994,Mystery,Movie,USA,French,143,Bong Joon-ho,"Leonardo DiCaprio, Kate Winslet",6.6,94,401,7461491,Gen Z,PG-13,Disney+,Baeksang Nominee,"Adventure, Tragedy",89
1530,Silent Echo 1530,November,2007,Sci-Fi/Thriller,Series,South Korea,French,162,Guillermo del Toro,"Brad Pitt, Margot Robbie",8.5,96,2258,9854862,"Gen Z, Millennials",16+,Netflix,Golden Globe,"Comedy, Drama",100
1531,Beyond Horizon 1531,December,1992,Action/Adventure,Series,South Korea,Japanese,77,David Fincher,"Leonardo DiCaprio, Kate Winslet",8.1,57,2880,4562808,"Gen Z, Millennials",18+,HBO Max,Golden Globe,"Sci-Fi, Adventure",98
1532,Silent Echo 1532,June,1997,Horror,Series,South Korea,Korean,168,Sofia Coppola,"Chris Evans, Emily Blunt",7.7,71,155,355939,"Gen Z, Millennials",R,Hulu,Golden Globe,"Action, Drama",76
1533,Dreamscape 1533,August,2025,Mystery,Series,USA,Japanese,121,Bong Joon-ho,"Brad Pitt, Margot Robbie",6.5,70,2043,4657623,Gen X,PG-13,Netflix,Golden Globe,"Comedy, Sci-Fi",88
1534,Fading Stars 1534,February,1998,Mystery,Series,Germany,Japanese,157,Sofia Coppola,"Scarlett Johansson, Adam Driver",8.4,86,1722,2419372,Gen Z,PG,Hulu,Cannes Winner,"Adventure, Thriller",75
1535,The Last Voyage 1535,December,2014,Romance/Drama,Movie,Japan,Hindi,161,Anurag Kashyap,"Tom Hanks, Emma Watson",8,67,69,3434503,Gen X,PG,HBO Max,Cannes Winner,"Tragedy, Adventure",76
1536,Neon Nights 1536,February,2010,Documentary,Movie,UK,Spanish,123,Christopher Nolan,"Scarlett Johansson, Adam Driver",9.5,72,1561,4834666,"Gen Z, Millennials",PG,HBO Max,Oscar,"Action, Tragedy",89
1537,Fading Stars 1537,March,2014,Romance/Drama,Movie,Canada,German,72,James Cameron,"Ranbir Kapoor, Alia Bhatt",6.9,95,973,8652813,Gen Z,16+,Disney+,Oscar,"Romance, Fantasy",81
1538,Crimson Dawn 1538,September,2004,Action/Adventure,Movie,USA,Korean,82,Park Chan-wook,"Kim Soo-hyun, Kim Ji-won",8.5,86,678,7261545,"Gen Z, Millennials",18+,Disney+,None,"Romance, Drama",82
1539,Fading Stars 1539,August,2000,Fantasy,Movie,France,Spanish,160,Christopher Nolan,"Kim Soo-hyun, Kim Ji-won",8.9,91,2723,2594252,Millennials,R,HBO Max,Golden Globe,"Fantasy, Sci-Fi",91
1540,The Last Voyage 1540,January,2013,Romance/Drama,Series,Germany,Hindi,116,David Fincher,"Tom Hanks, Emma Watson",7.5,72,360,7515698,"Gen Z, Millennials",18+,Netflix,Golden Globe,"Sci-Fi, Romance",91
1541,Eternal Shadows 1541,March,2007,Fantasy,Series,India,Japanese,199,Christopher Nolan,"Tom Hanks, Emma Watson",8.8,90,764,1358997,"Gen Z, Millennials",PG-13,Netflix,K-Drama Awards,"Tragedy, Adventure",98
1542,Shattered Memories 1542,March,1994,Crime/Comedy/Drama,Movie,Canada,Japanese,141,David Fincher,"Brad Pitt, Margot Robbie",6.7,50,2482,5975872,Millennials,16+,Hulu,K-Drama Awards,"Fantasy, Comedy",79
1543,Hidden Truths 1543,May,1997,Crime/Comedy/Drama,Series,USA,English,198,Park Chan-wook,"Kim Soo-hyun, Kim Ji-won",6.6,91,943,9064849,"Gen Z, Millennials",PG-13,Hulu,Oscar,"Mystery, Drama",73
1544,Beyond Horizon 1544,October,2020,Action/Adventure,Movie,UK,Spanish,141,Sofia Coppola,"Brad Pitt, Margot Robbie",6.6,54,854,7765338,Gen Z,PG,Disney+,Cannes Winner,"Action, Romance",75
1545,Beyond Horizon 1545,September,1998,Thriller/Drama,Series,Japan,English,127,Christopher Nolan,"Chris Evans, Emily Blunt",6.7,59,426,879298,Millennials,16+,Prime Video,K-Drama Awards,"Mystery, Thriller",76
1546,Fading Stars 1546,October,1996,Fantasy,Series,South Korea,Hindi,163,Park Chan-wook,"Song Kang-ho, Lee Sun-kyun",6.7,60,1360,3526637,Millennials,16+,Disney+,Baeksang Nominee,"Romance, Sci-Fi",99
1547,Dreamscape 1547,March,1996,Crime/Comedy/Drama,Series,India,English,145,Guillermo del Toro,"Chris Evans, Emily Blunt",8.5,51,2930,5033269,Millennials,PG-13,Prime Video,K-Drama Awards,"Thriller, Fantasy",92
1548,Crimson Dawn 1548,December,2011,Sci-Fi/Thriller,Movie,Canada,Korean,87,Guillermo del Toro,"Robert Pattinson, Zoë Kravitz",6.2,50,1010,3643317,Gen Z,PG,HBO Max,K-Drama Awards,"Comedy, Adventure",70
1549,Dreamscape 1549,August,1990,Action/Adventure,Movie,South Korea,Japanese,143,Guillermo del Toro,"Scarlett Johansson, Adam Driver",7,51,1744,2969446,Gen Z,PG-13,Hulu,Oscar,"Mystery, Romance",82
1550,Hidden Truths 1550,November,2006,Horror,Movie,India,German,87,David Fincher,"Ranbir Kapoor, Alia Bhatt",8.7,75,624,8160221,"Gen Z, Millennials",18+,HBO Max,Cannes Winner,"Romance, Thriller",97
1551,Dreamscape 1551,May,1994,Sci-Fi/Thriller,Movie,India,Japanese,166,Park Chan-wook,"Tom Hanks, Emma Watson",8.1,55,2987,6370498,Gen Z,16+,Hulu,Baeksang Nominee,"Romance, Sci-Fi",76
1552,Beyond Horizon 1552,December,2012,Horror,Movie,South Korea,English,151,Guillermo del Toro,"Scarlett Johansson, Adam Driver",7,57,86,3243337,Gen Z,R,Prime Video,Golden Globe,"Tragedy, Mystery",95
1553,Fading Stars 1553,June,2006,Sci-Fi/Thriller,Movie,India,Korean,88,Bong Joon-ho,"Song Kang-ho, Lee Sun-kyun",8.2,88,2468,1605221,Millennials,18+,HBO Max,Baeksang Nominee,"Comedy, Mystery",72
1554,Silent Echo 1554,December,2017,Documentary,Movie,India,German,166,Hayao Miyazaki,"Henry Cavill, Anya Taylor-Joy",8.2,60,1367,7154871,Gen Z,PG-13,Prime Video,Golden Globe,"Romance, Fantasy",72
1555,Shattered Memories 1555,July,2011,Documentary,Movie,South Korea,Japanese,167,Anurag Kashyap,"Tom Hanks, Emma Watson",8.7,56,1908,7743941,Gen Z,PG,Netflix,K-Drama Awards,"Tragedy, Thriller",87
1556,Silent Echo 1556,January,2016,Documentary,Movie,UK,Spanish,80,David Fincher,"Kim Soo-hyun, Kim Ji-won",7.7,55,600,8648638,"Gen Z, Millennials",16+,Netflix,None,"Thriller, Drama",96
1557,Beyond Horizon 1557,August,1991,Horror,Movie,UK,Hindi,194,Sofia Coppola,"Ranbir Kapoor, Alia Bhatt",8.2,96,1736,2607576,"Gen Z, Millennials",PG,Hulu,K-Drama Awards,"Thriller, Fantasy",84
1558,Fading Stars 1558,January,2016,Fantasy,Series,South Korea,Korean,101,Christopher Nolan,"Kim Soo-hyun, Kim Ji-won",8.4,76,1137,9392690,Gen X,PG,Netflix,None,"Tragedy, Comedy",84
1559,Silent Echo 1559,February,1998,Animation,Series,Canada,German,155,Bong Joon-ho,"Tom Hanks, Emma Watson",8.9,56,2524,4934977,Gen Z,PG,Disney+,None,"Sci-Fi, Romance",91
1560,Dreamscape 1560,December,2015,Crime/Comedy/Drama,Series,UK,Korean,182,Bong Joon-ho,"Ranbir Kapoor, Alia Bhatt",7.6,88,1638,2542636,Gen X,PG,Netflix,Golden Globe,"Mystery, Sci-Fi",76
1561,Neon Nights 1561,April,2021,Sci-Fi/Thriller,Series,South Korea,Korean,140,James Cameron,"Kim Soo-hyun, Kim Ji-won",9.5,61,456,4919415,Gen X,18+,Netflix,Golden Globe,"Fantasy, Comedy",82
1562,Fading Stars 1562,February,2004,Romance/Drama,Movie,UK,Japanese,182,Bong Joon-ho,"Chris Evans, Emily Blunt",6.7,81,562,1614785,Millennials,PG-13,Prime Video,Cannes Winner,"Drama, Thriller",80
1563,Shattered Memories 1563,May,2014,Horror,Series,France,German,200,James Cameron,"Chris Evans, Emily Blunt",7.1,72,848,6956883,Millennials,R,Netflix,Baeksang Nominee,"Action, Romance",74
1564,The Last Voyage 1564,June,2018,Crime/Comedy/Drama,Series,India,French,190,James Cameron,"Henry Cavill, Anya Taylor-Joy",8.6,54,841,6347243,Gen X,R,Hulu,None,"Thriller, Romance",79
1565,Shattered Memories 1565,September,2019,Horror,Movie,South Korea,Japanese,132,Hayao Miyazaki,"Song Kang-ho, Lee Sun-kyun",8.8,80,2425,1150731,Millennials,R,Hulu,Oscar,"Fantasy, Mystery",80
1566,Fading Stars 1566,August,1996,Horror,Movie,USA,Hindi,169,Christopher Nolan,"Robert Pattinson, Zoë Kravitz",6.6,81,1631,3049120,Gen Z,PG,HBO Max,K-Drama Awards,"Sci-Fi, Romance",71
1567,Neon Nights 1567,June,1994,Romance/Drama,Movie,India,Hindi,135,Sofia Coppola,"Leonardo DiCaprio, Kate Winslet",7.9,72,1816,8798399,"Gen Z, Millennials",16+,HBO Max,Golden Globe,"Drama, Sci-Fi",98
1568,Beyond Horizon 1568,May,1991,Thriller/Drama,Series,USA,Hindi,126,Anurag Kashyap,"Henry Cavill, Anya Taylor-Joy",9.1,81,458,2057902,Millennials,16+,Prime Video,Baeksang Nominee,"Sci-Fi, Thriller",72
1569,Shattered Memories 1569,September,2000,Mystery,Series,USA,French,175,Sofia Coppola,"Kim Soo-hyun, Kim Ji-won",6.3,53,2359,3435984,"Gen Z, Millennials",PG,Disney+,K-Drama Awards,"Adventure, Fantasy",86
1570,Silent Echo 1570,August,2015,Sci-Fi/Thriller,Series,France,Spanish,164,Park Chan-wook,"Henry Cavill, Anya Taylor-Joy",7.4,53,1568,1952803,Gen Z,16+,Netflix,K-Drama Awards,"Fantasy, Mystery",85
1571,Silent Echo 1571,March,2011,Mystery,Series,France,Spanish,173,Park Chan-wook,"Henry Cavill, Anya Taylor-Joy",9,96,2334,2771050,"Gen Z, Millennials",PG,Disney+,Cannes Winner,"Drama, Mystery",83
1572,Neon Nights 1572,June,2025,Documentary,Movie,South Korea,Spanish,144,Greta Gerwig,"Robert Pattinson, Zoë Kravitz",8.3,78,209,9308574,Millennials,PG-13,Hulu,None,"Action, Sci-Fi",81
1573,Eternal Shadows 1573,December,2023,Crime/Comedy/Drama,Movie,Canada,Hindi,73,Bong Joon-ho,"Robert Pattinson, Zoë Kravitz",7.6,74,492,5209878,Gen Z,18+,Netflix,Golden Globe,"Thriller, Drama",82
1574,The Last Voyage 1574,January,2008,Mystery,Series,France,German,93,Hayao Miyazaki,"Leonardo DiCaprio, Kate Winslet",7.4,88,739,1108091,Gen Z,16+,Hulu,Baeksang Nominee,"Thriller, Tragedy",78
1575,Dreamscape 1575,May,2010,Documentary,Movie,Japan,English,91,Christopher Nolan,"Chris Evans, Emily Blunt",7.6,75,1180,8392745,"Gen Z, Millennials",PG-13,Netflix,K-Drama Awards,"Adventure, Drama",100
1576,Eternal Shadows 1576,September,2015,Animation,Movie,France,English,112,Guillermo del Toro,"Brad Pitt, Margot Robbie",6.9,96,1099,3269540,"Gen Z, Millennials",R,Disney+,Oscar,"Fantasy, Mystery",84
1577,Dreamscape 1577,November,2006,Mystery,Movie,India,English,172,Christopher Nolan,"Scarlett Johansson, Adam Driver",6.1,82,637,7820699,Gen Z,PG-13,Prime Video,K-Drama Awards,"Thriller, Romance",91
1578,Crimson Dawn 1578,April,2017,Romance/Drama,Movie,France,Hindi,197,Greta Gerwig,"Song Kang-ho, Lee Sun-kyun",7.3,73,1901,2270951,Gen X,PG,Prime Video,Golden Globe,"Fantasy, Thriller",94
1579,Beyond Horizon 1579,April,2006,Sci-Fi/Thriller,Series,Japan,Spanish,191,Guillermo del Toro,"Robert Pattinson, Zoë Kravitz",8.2,66,1831,4222324,"Gen Z, Millennials",16+,Hulu,Oscar,"Thriller, Drama",95
1580,Neon Nights 1580,June,2013,Action/Adventure,Series,Canada,Korean,78,Anurag Kashyap,"Leonardo DiCaprio, Kate Winslet",8.4,96,2135,7624781,Millennials,18+,Hulu,K-Drama Awards,"Sci-Fi, Drama",93
